RegionType,RegionName,City,State,Metro,CBSATitle,SizeRank,MarketHealthIndex,SellForGain,PrevForeclosed,ForeclosureRatio,ZHVI,MoM,YoY,ForecastYoYPctChange,StockOfREOs,NegativeEquity,Delinquency,DaysOnMarket
City,El Cajon,El Cajon,CA,"San Diego, CA","San Diego-Carlsbad, CA",159,7.884151993,88.33,5.0701,2.2346,435200,0.717426522,6.692816867,0.028336397,52.4,0.0976159,0.0312425,77
City,Palmdale,Palmdale,CA,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA",160,3.339202966,86.08,11.6307,4.6525,239300,0.50398992,8.084914182,0.023221897,149.5,0.183658869,0.048044418,89.5
City,Topeka,Topeka,KS,"Topeka, KS","Topeka, KS",161,6.151065802,,,,92200,0.217391304,1.430143014,0.034859002,0.7,0.160368015,0.033189612,
City,Elk Grove,Elk Grove,CA,"Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA",162,6.722891566,79.09,8.1988,2.2924,355100,0.59490085,7.508325764,0.055336525,70.7,0.115612412,0.04195186,75
City,Pueblo,Pueblo,CO,"Pueblo, CO","Pueblo, CO",163,4.456904541,90.38,9.1411,4.9457,122600,0.574241181,9.074733096,0.054216966,89.2,0.150958988,0.031976229,79
City,Fredericksburg,Fredericksburg,VA,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",164,2.841519926,75,9.8116,4.3032,238000,0.210526316,3.703703704,0.011193277,24.1,0.194536648,0.028512081,104
City,Cape Coral,Cape Coral,FL,"Fort Myers, FL","Cape Coral-Fort Myers, FL",165,6.385542169,90.97,,,193900,0.674974039,10.99026903,0.033089221,109.2,0.092923976,0.059413118,99
City,Springfield,Springfield,MA,"Springfield, MA","Springfield, MA",166,0.46802595,65.38,17.7806,9.0163,128000,0.078186083,2.4,0.021203125,69.4,0.200371984,0.111942886,110
City,Pembroke Pines,Pembroke Pines,FL,"Miami-Fort Lauderdale, FL","Miami-Fort Lauderdale-West Palm Beach, FL",167,2.759962929,89.77,,,249000,0.484261501,8.355091384,-0.00973494,94.3,0.10011873,0.088779524,92
City,Murfreesboro,Murfreesboro,TN,"Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",168,7.805375348,92.92,4.3914,2.9884,176900,0.682982356,9.603469641,0.03285472,61.3,0.076978188,0.011078889,72
City,Clarksville,Clarksville,TN,"Clarksville, TN","Clarksville, TN-KY",169,3.234476367,85.07,,,137100,0.292611558,1.255539143,0.040882567,103.8,0.226930845,0.021388955,123.5
